identifier,title,keyword0,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,keyword27,keyword28,keyword29,keyword30,keyword31,keyword32,keyword33,keyword34,keyword35,keyword36,keyword37,keyword38,format,size,interactivityType,learningResourceType0,learningResourceType1,learningResourceType2,learningResourceType3,learningResourceType4,learningResourceType5,learningResourceType6,learningResourceType7,interactivityLevel,difficulty,typicalLearningTime
205,Introdução à Lógica Proposicional,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,argumento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,94593.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:05:53
226,Sistemas Numéricos e Conversões,sistemas numéricos,posicional,não posicional,decimal,binário,hexadecimal,conversões,sistema numérico,conversão,bit,byte,word,palavra,unidades de medida de armazenamento,regra para números reais,método das divisões sucessivas,regra da potência,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1090160.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.HIGH,Difficulty.MEDIUM,00:19:47
238,Sistemas Numéricos Posicionais e Não Posicionais,sistemas numéricos,posicional,decimal,sistema numérico,história dos números,história dos sistemas numéricos,indo-arábico,não posicional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,305580.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:42:08
217,Raciocínio Lógico e Tabela Verdade,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,conectivos lógios,tabela verdade,operações lógicas,precedência de conectivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,2026858.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.TABLE,LearningResourceType.SIMULATION,,,,,InteractivityLevel.HIGH,Difficulty.VERY_DIFFICULT,00:40:37
198,Lógica Proposicional,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,proposição composta,conectivos lógios,tabela verdade,operações lógicas,tautologia,contradição,contingência,implicação,equivalência,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,302600.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:29:04
233,Facilitando Sistemas Numéricos,sistemas numéricos,decimal,binário,hexadecimal,conversões,sistema numérico,conversão,octal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,1533614368.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,01:41:49
237,O que é Sistema Numérico,sistemas numéricos,posicional,sistema numérico,não posicional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,319538.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:02:00
209,Lógica proposicional e proposição,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,proposição composta,conectivos lógios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,135278.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:02:40
201,Fundamentos Matemáticos da Computação_ Lógica proposicional,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,proposição composta,conectivos lógios,tabela verdade,operações lógicas,equivalência,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,231315698.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.EXERCISE,LearningResourceType.TABLE,LearningResourceType.NARRATIVE_TEXT,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:38:53
240,Sistemas de Representação Numérica,sistemas numéricos,posicional,sistema numérico,não posicional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,170490.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:02:40
245,Conversões Simplificadas,sistemas numéricos,decimal,binário,hexadecimal,conversões,sistema numérico,conversão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,261141416.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.TABLE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:25:04
243,Conversões entre as Principais Bases,sistemas numéricos,decimal,binário,hexadecimal,conversões,sistema numérico,conversão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,2239919.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:07:05
197,Lógica para Computação,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,tabela verdade,conectivos lógicos,operações lógicas,valor lógico,sentenças lógicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,844502.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:33:56
214,Tabela Verdade e Conectivos Lógicos,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,conectivos lógios,tabela verdade,operações lógicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,225694585.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.MEDIUM,Difficulty.VERY_EASY,00:30:47
210,Introdução à Lógica Matemática,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,valor lógico,sentenças lógicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,314889.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:10:47
239,Sistemas de Numeração e História,sistemas numéricos,posicional,decimal,sistema numérico,história dos números,história dos sistemas numéricos,indo-arábico,não posicional,número,numeral,algarismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,70124.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:30:31
206,Proposição e Lógica Proposicional,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,proposição composta,conectivos lógios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,89109070.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:19:59
216,Tabelas Verdade,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,conectivos lógios,tabela verdade,operações lógicas,precedência de conectivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,258086.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:09:32
200,Curso Introdutório de Lógica Proposicional,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,proposição composta,conectivos lógios,tabela verdade,operações lógicas,equivalência,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,337153805.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.EXERCISE,LearningResourceType.TABLE,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,02:39:50
212,Lógica Matemática,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,conectivos lógios,tabela verdade,operações lógicas,valor lógico,tautologia,contradição,contingência,equivalência,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,98623.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:21:50
250,"O bit, o byte, o caractere e a palavra",binário,bit,byte,word,palavra,unidades de medida de armazenamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,56554944.0,InteractivityType.MIXED,LearningResourceType.SLIDE,LearningResourceType.FIGURE,LearningResourceType.EXERCISE,LearningResourceType.SIMULATION,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:18:40
204,Introdução à Lógica Matemática,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,proposição,proposição composta,conectivos lógios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,26600865.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.TABLE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:19:56
223,Resumo de Cálculo Proposicional,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,conectivos lógios,tabela verdade,operações lógicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,841665.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.EXERCISE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:14:04
218,Apostila de Lógica,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,conectivos lógios,tabela verdade,operações lógicas,precedência de conectivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,622429.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.TABLE,,,,,,InteractivityLevel.HIGH,Difficulty.DIFFICULT,01:20:05
228,Sistemas de Numeração e Conversões de Bases,sistemas numéricos,posicional,não posicional,decimal,binário,hexadecimal,conversões,sistema numérico,conversão,octal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,445330366.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.TABLE,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,01:19:02
241,História dos Números,sistemas numéricos,posicional,decimal,sistema numérico,história dos números,história dos sistemas numéricos,indo-arábico,não posicional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,65912260.0,InteractivityType.EXPOSITIVE,LearningResourceType.SIMULATION,LearningResourceType.FIGURE,LearningResourceType.SLIDE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:14:13
231,Aula- Sistemas Numéricos,sistemas numéricos,posicional,não posicional,decimal,binário,hexadecimal,conversões,sistema numérico,conversão,octal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,166615469.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,LearningResourceType.SLIDE,LearningResourceType.TABLE,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:28:54
202,Apostila de Introdução à Lógica Proposicional,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,conectivos lógios,tabela verdade,operações lógicas,proposição,proposição composta,valor lógico,tautologia,contradição,contigência,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,940116.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,01:00:04
251,"Bit, Byte e Word",binário,bit,byte,word,palavra,unidades de medida de armazenamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,275837.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:12:00
229,Sistemas de Numeração_Resumo,sistemas numéricos,posicional,não posicional,decimal,binário,hexadecimal,conversões,sistema numérico,conversão,octal,divisões sucessivas,notação polinimial,polinômio,agrupamento de bits,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1804666.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.EXERCISE,LearningResourceType.TABLE,LearningResourceType.DIAGRAM,,,,,InteractivityLevel.MEDIUM,Difficulty.DIFFICULT,00:08:28
211,Introdução à Lógica,lógica,lógica para computação,lógica matemática,lógica proposicional,cálculo proposicional,conectivos lógios,proposição,proposição simples,valor lógico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,28354.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:07:34
230,Sistemas de Numeração e Representação,sistemas numéricos,posicional,não posicional,decimal,binário,hexadecimal,conversões,sistema numérico,conversão,octal,divisões sucessivas,soma das potências,polinômio,agrupamento de bits,representação de números,potência,bit,byte,word,palavra,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,1856872.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.EXERCISE,LearningResourceType.TABLE,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:27:24
249,Unidade de medida em Informática,binário,bit,byte,word,palavra,unidades de medida de armazenamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,459968.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:08:00
242,Sistema de Numeração-Matemática Fundamental,sistemas numéricos,sistema numérico,história dos números,história dos sistemas numéricos,indo-arábico,algarismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,242656466.0,InteractivityType.EXPOSITIVE,LearningResourceType.SLIDE,LearningResourceType.SIMULATION,LearningResourceType.FIGURE,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:17:49
36,Paradigmas de Programação e utilização,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma estruturado,paradigma orientado a objetos,paradigma lógico,paradigma funciona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,342460.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:34:35
30,Paradigmas de Programação,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma estruturado,paradigma orientado a objetos,paradigma lógico,paradigma procedimental,paradigma funcional,paradigma imperativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,9572672.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:07:37
8,Definição de Algoritmo e Exemplo,algoritmo,problema,lógica de programação,programação,sequência,sequência de passos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,427425.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:07:37
37,Linguagem de Programação e Paradigmas de Programação,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma estruturado,paradigma orientado a objetos,paradigma funcional,paradigma lógico,paradigma estruturado,paradigma imperativo,linguagem compilada,linguagem interpretada,linguagem de alto nível,linguagem de baixo nível,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,511193.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:16:31
20,Representações de Algoritmos,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,linguagem de programação,linguagem de alto nível,liguagem de baixo nível,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,296663.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:14:43
38,Linguagens e paradigmas de programação,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma declarativo,paradigma orientado a objetos,paradigma imperativo,paradigma funcional,paradigma lógico,paradigma orientado a eventos,linguagem de alto nível,linguagem de baixo nível,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,236200.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.PROBLEM_STATEMENT,,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:13:38
22,Tipos de algoritmo,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,criação de um algoritmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,62878339.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.DIAGRAM,LearningResourceType.PROBLEM_STATEMENT,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:08:17
6,Definição de Algoritmo e Exemplos Heurísticos,algoritmo,algoritmo exato,algoritmo aproximado,algoritmo heurístico,sequência,complexo,computador,definição de algoritmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,30663.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:08:06
1,Apostila de Introdução à Programação,algoritmo,descrição narrativa,fluxograma,pseudocódigo,pseudolinguagem,representação,representação de algoritmos,programa,variáveis,teste de mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,169190.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,LearningResourceType.EXERCISE,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:38:09
3,Algoritmos_Conceito e Formas de Representação,algoritmo,descrição narrativa,fluxograma,pseudocódigo,pseudolinguagem,representação,representação de algoritmos,programa,variáveis,teste de mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,65897.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:04:00
26,Algoritmos e Representações,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,244696.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.EXERCISE,LearningResourceType.PROBLEM_STATEMENT,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:09:27
7,"Algoritmo, Problemas e Soluções",algoritmo,problema,instruções elementares,texto finito,sequência,problema indecidível,problema insolúvel,problema solúvel,problema decidível,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,3317760.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,LearningResourceType.TABLE,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:54:00
24,Representações,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,463807.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.PROBLEM_STATEMENT,,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:08:00
21,Representação de um Algoritmo,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,linguagem de programação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,19793642.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.DIAGRAM,LearningResourceType.PROBLEM_STATEMENT,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:06:02
15,O que é um Algoritmo e exemplo,algoritmo,problema,construção de algoritmos,sequência de passos,programa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,25803987.0,InteractivityType.EXPOSITIVE,LearningResourceType.SIMULATION,LearningResourceType.SLIDE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.DIFFICULT,00:06:00
4,Conceito e Representações de Algoritmos,algoritmo,descrição narrativa,fluxograma,pseudocódigo,pseudolinguagem,representação,representação de algoritmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,14558017.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:08:50
11,Algoritmo e Programa,algoritmo,problema,construção de algoritmos,sequência de passos,programa,computador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,125629573.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.PROBLEM_STATEMENT,,,,,,InteractivityLevel.MEDIUM,Difficulty.MEDIUM,00:22:48
19,Formas de representao de algoritmos,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,792230.0,InteractivityType.MIXED,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.TABLE,LearningResourceType.FIGURE,LearningResourceType.EXERCISE,LearningResourceType.PROBLEM_STATEMENT,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:36:00
14,Definição de Algoritmo e Programa,algoritmo,problema,sequência de passos,programa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,70966687.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:03:51
23,Representação de Algoritmos com exemplos,algoritmo,representação,representação de algoritmos,descrição narrativa,fluxograma,pseudocódigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,124861990.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.DIAGRAM,LearningResourceType.SLIDE,LearningResourceType.TABLE,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:15:54
10,Algoritmos,algoritmo,problema,construção de algoritmos,sequência de passos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.IMAGE_PNG,590650.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:04:00
33,Um pouco sobre Linguagem e Paradigma de Programação,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma estruturado,paradigma imperativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,175804085.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:14:47
13,Definição de Algoritmo,algoritmo,problema,sequência de passos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,323658854.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,,,,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_EASY,00:08:54
28,Paradigmas de Programação e características das Linguagens,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma procedural,paradigma orientado a objetos,paradigma funcional,paradigma lógico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,297031.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.TABLE,LearningResourceType.DIAGRAM,,,,,InteractivityLevel.VERY_LOW,Difficulty.VERY_DIFFICULT,00:58:52
29,Paradigmas de Programação - Resumo,algoritmo,linguagem de programação,paradigma de programação,programação,paradigma,linguagem,paradigma estruturado,paradigma orientado a objetos,paradigma funcional,paradigma imperativo,paradigma declarativo,paradigma procedimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.VIDEO_MP4,12870484.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.SLIDE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:05:25
9,Algoritmos e Programas,algoritmo,problema,construção de algoritmos,características de algoritmos,programação,sequência de passos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Format.APPLICATION_PDF,287383.0,InteractivityType.EXPOSITIVE,LearningResourceType.NARRATIVE_TEXT,LearningResourceType.FIGURE,LearningResourceType.DIAGRAM,,,,,,InteractivityLevel.VERY_LOW,Difficulty.MEDIUM,00:07:59
